timestamp,open,high,low,close,volume
2024-01-24 10:45:00,173.7350,173.8000,173.5500,173.6400,58050
2024-01-18 13:55:00,166.1350,166.2500,166.1200,166.1400,22164
2024-01-24 11:15:00,173.3250,173.8000,173.3250,173.7550,99369
2024-01-22 10:15:00,173.0700,173.3700,173.0200,173.2200,55529
2024-01-22 06:35:00,171.8800,171.9900,171.8800,171.9900,7
2024-01-16 09:45:00,166.0000,166.0850,165.6400,165.6650,62489
2024-01-26 12:15:00,188.2600,188.5740,188.1200,188.4640,44820
2024-01-26 11:45:00,188.0900,188.3900,188.0750,188.3130,55218
2024-01-12 08:15:00,162.2000,162.2000,162.2000,162.2000,20
2024-02-01 11:10:00,184.7950,184.8700,184.5200,184.5900,24557
2024-01-31 07:25:00,188.1500,188.1700,187.9000,187.9200,457
2024-01-31 10:35:00,187.2000,187.2150,186.7900,186.9700,36726
2024-01-17 10:55:00,167.5000,167.5700,167.3300,167.3600,48012
2024-02-01 08:00:00,184.5400,187.8900,183.6600,184.7000,2775
2024-01-23 09:35:00,173.0200,173.5100,173.0200,173.3900,49343
2024-02-01 10:40:00,185.3000,185.3100,185.0800,185.2030,38149
2024-01-31 06:55:00,186.8300,186.8300,186.8300,186.8300,7
2024-02-01 07:30:00,184.5700,184.6900,184.5500,184.6700,125
2024-01-17 16:25:00,166.0800,166.0800,166.0700,166.0700,4
2024-01-19 16:55:00,171.5900,171.5900,171.5050,171.5700,311
2024-01-17 08:15:00,166.8500,166.8500,166.8300,166.8300,17
2024-01-23 13:15:00,173.2800,173.4000,173.2600,173.3410,39541
2024-01-25 13:45:00,191.7400,191.8840,191.7350,191.7900,117931
2024-01-25 14:15:00,190.1700,190.3200,189.8100,190.1650,238886
2024-01-19 17:25:00,171.6100,171.7200,171.5900,171.5900,70
2024-01-19 09:15:00,170.1100,170.4100,169.9000,170.0800,2005
2024-01-31 11:05:00,186.6800,186.8000,186.5470,186.7250,29015
2024-01-25 06:05:00,186.8100,186.8300,186.8100,186.8200,561
2024-01-26 09:05:00,190.5200,190.8100,190.3500,190.4500,4396
2024-01-26 08:35:00,189.7600,190.1500,189.6500,189.8700,1327
2024-02-01 18:55:00,187.2500,187.2500,187.2500,187.2500,8
2024-01-30 04:25:00,187.1000,187.1000,187.1000,187.1000,5
2024-01-30 18:30:00,187.8700,187.8700,186.5100,186.5100,740573
2024-01-26 16:45:00,187.0500,187.2900,187.0500,187.0500,1325
2024-01-30 19:00:00,187.8700,187.8700,187.8700,187.8700,740208
2024-01-29 15:45:00,186.6000,186.7310,186.5000,186.6900,96797
2024-01-30 13:05:00,187.3200,187.3900,187.2200,187.2800,30687
2024-01-29 07:35:00,187.6200,187.6300,187.6000,187.6300,229
2024-01-24 08:05:00,175.9800,175.9800,174.8500,175.0000,663
2024-01-24 16:15:00,181.5000,183.7900,173.9300,183.7900,92699
2024-01-30 12:35:00,187.2500,187.4600,187.1350,187.4000,27706
2024-01-29 08:05:00,187.6640,187.9770,187.6260,187.9000,308
2024-01-29 16:15:00,187.1400,187.1400,186.8500,186.8500,107
2024-01-24 07:35:00,175.0000,175.0700,175.0000,175.0600,31
2024-01-24 15:45:00,174.2200,174.2900,174.0400,174.1200,200334
2024-01-22 15:15:00,173.1590,173.1720,173.0700,173.1000,37489
2024-01-22 07:05:00,171.9700,171.9900,171.9700,171.9700,78
2024-01-18 18:55:00,166.8400,166.8400,166.8400,166.8400,8
2024-01-22 14:45:00,172.7900,172.8500,172.7800,172.8500,17806
2024-01-18 05:45:00,166.0500,166.0500,166.0500,166.0500,4
2024-01-18 19:50:00,166.9900,166.9900,166.9900,166.9900,1
2024-01-18 19:25:00,166.9900,166.9900,166.8400,166.8400,2
2024-01-24 16:40:00,182.9000,182.9900,182.5000,182.5100,55304
2024-01-26 05:20:00,190.4000,190.5500,190.2900,190.5500,275
2024-01-26 17:15:00,187.0000,187.0000,187.0000,187.0000,43
2024-01-22 15:40:00,172.7750,172.8400,172.7100,172.8150,61174
2024-02-02 17:25:00,185.6600,185.6700,185.6600,185.6700,108
2024-01-31 16:30:00,183.4600,184.0000,182.7560,183.0300,94
2024-01-31 16:05:00,183.4520,183.9980,183.4400,183.6600,161272
2024-01-24 04:20:00,174.9500,174.9500,174.9500,174.9500,12
2024-02-01 16:10:00,186.9000,187.5800,186.6500,186.9000,599741
2024-01-25 19:40:00,189.6500,189.8200,189.6500,189.7000,121
2024-01-25 19:15:00,189.8000,189.9500,189.7000,189.8200,239
2024-01-12 15:55:00,165.7700,165.9800,165.7400,165.7800,435409
2024-01-25 05:35:00,187.4500,187.4500,187.1100,187.3700,158
2024-01-23 18:15:00,174.4700,174.4970,174.4700,174.4700,273
2024-01-19 08:45:00,170.1100,170.1700,169.7500,169.9500,1379
2024-01-18 07:30:00,166.2500,166.2500,166.2500,166.2500,35
2024-01-12 16:50:00,165.8000,165.8000,165.6470,165.6470,1129
2024-01-17 15:55:00,166.0100,166.2200,166.0050,166.0700,224467
2024-01-17 07:45:00,166.7800,166.7800,166.7400,166.7400,27
2024-01-23 12:45:00,173.0800,173.1650,173.0550,173.1000,17887
2024-01-19 11:55:00,169.8500,169.9900,169.7550,169.9400,48189
2024-01-29 04:20:00,187.4400,187.4500,187.3200,187.3200,425
2024-01-18 10:40:00,165.7900,165.9700,165.7700,165.9500,33305
2024-02-02 12:25:00,186.0100,186.3600,185.9300,186.3300,18395
2024-01-12 04:30:00,162.2000,162.2000,162.2000,162.2000,19
2024-01-12 10:55:00,163.2600,163.5400,163.2300,163.5400,45194
2024-01-30 18:05:00,186.9000,187.0100,186.9000,187.0000,1172
2024-02-02 14:10:00,187.0100,187.1600,186.9800,187.1100,26545
2024-01-29 10:45:00,186.7110,189.2900,186.3100,186.3100,52641
2024-02-01 14:25:00,186.6300,186.7200,186.5500,186.6900,22567
2024-01-30 08:55:00,186.7000,186.7000,186.6020,186.6020,131
2024-01-25 10:30:00,193.1100,194.0500,192.9700,193.9200,356000
2024-01-30 13:30:00,187.3500,187.4100,187.2900,187.3900,27657
2024-01-16 12:55:00,166.1700,166.1800,166.0400,166.0700,18945
2024-01-26 17:40:00,186.8900,186.9900,186.8900,186.9900,6
2024-01-17 12:40:00,166.7250,166.7450,166.5800,166.6500,27988
2024-01-17 04:30:00,166.5700,166.7200,166.5600,166.7200,31
2024-01-18 14:50:00,166.6200,166.8100,166.6200,166.7300,19525
2024-01-22 11:10:00,172.9200,173.0000,172.6850,172.7300,60652
2024-01-24 11:40:00,173.4250,173.4850,173.3000,173.3500,36263
2024-01-17 13:10:00,166.0800,166.0800,165.8200,165.8600,61447
2024-01-16 14:20:00,165.6800,165.7600,165.6500,165.7550,14639
2024-01-23 10:00:00,173.8300,173.9710,173.7600,173.7850,28483
2024-01-22 19:45:00,172.8500,173.1000,172.8500,173.1000,180
2024-01-29 16:40:00,186.9800,186.9800,186.9700,186.9700,12
2024-01-22 07:30:00,172.0000,172.0000,171.9300,171.9900,208
2024-01-12 12:20:00,164.1700,164.2400,164.0800,164.1050,30329
2024-01-24 13:00:00,173.8700,173.8800,173.6900,173.7300,73361
2024-02-02 09:15:00,186.7900,186.8000,186.4880,186.4880,106
2024-02-01 06:35:00,184.2900,184.3700,184.2600,184.2600,4
2024-01-24 08:50:00,174.9000,174.9000,174.8100,174.8100,365
2024-01-18 16:10:00,166.8400,166.8400,166.8400,166.8400,871850
2024-01-22 08:20:00,172.4300,172.4300,172.3800,172.4300,24
2024-02-02 11:55:00,186.1480,186.2800,185.9800,185.9800,31909
2024-01-25 14:40:00,190.3000,190.5100,189.7500,189.7890,152805
2024-01-18 15:40:00,166.7550,166.8400,166.7200,166.8200,43644
2024-01-31 08:20:00,187.3800,187.4900,187.1300,187.4900,340
2024-01-30 05:40:00,186.9000,186.9000,186.9000,186.9000,43
2024-01-24 12:30:00,173.5500,173.7200,173.5500,173.6550,46962
2024-01-19 17:50:00,171.7500,171.7500,171.5100,171.5100,104
2024-01-23 14:10:00,173.4250,173.5200,173.4200,173.4230,34459
2024-01-31 11:30:00,186.0500,186.2500,185.9700,186.1900,68793
2024-01-29 09:20:00,187.4160,187.5000,187.2000,187.3100,916
2024-01-29 18:00:00,187.0000,187.0000,186.8700,187.0000,59
2024-01-29 17:30:00,186.9800,187.1000,186.9800,187.0100,136
2024-01-19 13:20:00,170.5800,170.7200,170.5550,170.6150,49042
2024-01-25 10:10:00,193.3650,194.3200,193.1100,194.0800,499514
2024-01-12 09:30:00,162.9700,163.1100,162.4700,162.4700,127095
2024-02-01 10:15:00,184.9310,185.0400,184.7300,184.8300,37613
2024-01-30 09:50:00,187.6200,187.6300,187.2000,187.3900,56156
2024-01-29 12:10:00,186.7870,187.1700,186.7870,187.0800,50052
2024-01-25 15:30:00,189.7800,190.1000,189.6900,189.9800,172269
2024-01-19 19:10:00,171.6000,171.7000,171.6000,171.7000,175
2024-01-25 16:00:00,190.5000,190.5000,189.7600,190.3000,2137245
2024-01-19 18:40:00,171.7390,171.7500,171.7390,171.7500,16
2024-01-31 12:20:00,185.7600,185.8100,185.6400,185.8100,28278
2024-01-25 07:20:00,186.8800,186.9400,186.7500,186.7500,1761
2024-01-26 13:10:00,187.4500,187.5200,187.3100,187.3110,115673
2024-01-31 19:45:00,183.9700,184.2900,183.9700,184.1000,715
2024-01-23 05:50:00,173.1900,173.1900,173.1900,173.1900,2
2024-02-02 18:40:00,185.7890,185.7890,185.7890,185.7890,1
2024-01-31 04:10:00,187.8000,187.8000,187.8000,187.8000,5
2024-01-23 17:25:00,174.2300,174.4500,174.1500,174.4000,582
2024-01-16 05:15:00,165.4300,165.4400,165.4200,165.4200,16
2024-01-18 06:40:00,166.1300,166.1300,166.1300,166.1300,5
2024-02-02 13:15:00,186.3320,186.5220,186.2800,186.4900,26448
2024-01-31 15:35:00,183.5700,183.6000,183.3050,183.4400,104978
2024-01-26 04:05:00,189.4500,189.4500,189.3000,189.3000,51
2024-01-26 04:50:00,189.4000,189.5600,189.4000,189.5600,73
2024-01-26 18:30:00,187.4200,187.4200,187.1300,187.2500,1220087
2024-01-22 16:30:00,172.8500,173.0000,172.8200,173.0000,111
2024-01-18 08:00:00,166.2800,166.4310,165.8800,165.9200,356
2024-01-23 05:05:00,173.2300,173.2300,173.1000,173.1000,104
2024-01-30 17:15:00,186.0260,187.8700,186.0260,186.5100,2750
2024-01-23 06:00:00,173.2100,173.2100,173.2100,173.2100,4
2024-01-17 09:10:00,166.4300,166.4300,166.2500,166.3300,354
2024-01-25 18:45:00,189.8000,190.0000,189.8000,189.8100,816
2024-02-01 15:40:00,187.4600,187.5100,187.3300,187.3500,62300
2024-01-31 17:00:00,183.0000,183.0000,183.0000,183.0000,9
2024-01-19 12:25:00,169.8050,169.9050,169.7600,169.8800,22177
2024-01-16 10:10:00,165.9700,166.0000,165.7600,165.7600,36467
2024-01-26 16:25:00,187.0800,187.4000,187.0500,187.1300,868
2024-01-17 11:50:00,167.4000,167.4400,167.3150,167.3700,21662
2024-01-18 06:35:00,166.1800,166.1800,166.1000,166.1000,6
2024-01-25 06:25:00,186.9500,186.9500,186.3200,186.4000,2364
2024-02-01 19:50:00,187.0700,187.5000,187.0700,187.4900,393
2024-01-23 19:30:00,174.6600,174.8100,174.6600,174.8100,29
2024-01-19 09:35:00,170.1650,170.4410,169.6000,170.3650,275893
2024-01-24 09:00:00,174.7800,174.8970,174.7600,174.8600,613
2024-01-12 11:25:00,163.7500,163.8600,163.7400,163.8400,20007
2024-01-24 17:10:00,182.3500,182.7500,182.2000,182.7500,8170
2024-01-16 13:25:00,166.4600,166.4900,166.4000,166.4900,17591
2024-01-30 14:00:00,186.9300,187.0700,186.8770,187.0550,25539
2024-01-29 11:15:00,186.7970,186.7970,186.5000,186.5000,47744
2024-01-25 13:25:00,191.5850,191.8900,191.3600,191.7300,142873
2024-01-23 08:45:00,173.3000,173.3400,173.3000,173.3400,55
2024-01-12 11:05:00,163.9200,163.9700,163.8000,163.8500,36507
2024-01-26 09:25:00,190.8100,191.4000,190.6000,191.4000,7017
2024-01-30 05:15:00,186.8900,186.8900,186.8900,186.8900,5
2024-01-19 12:45:00,170.1500,170.2100,170.0900,170.1400,30713
2024-01-26 08:55:00,190.5700,190.8100,190.4700,190.4700,1884
2024-01-17 09:05:00,166.3800,166.4900,166.3100,166.4600,42
2024-01-29 14:55:00,186.2000,186.3400,186.1750,186.3300,38115
2024-01-30 09:05:00,186.7000,186.7000,186.4210,186.5600,575
2024-01-16 12:35:00,166.2400,166.4300,166.2100,166.3900,23692
2024-01-24 07:55:00,174.9500,174.9800,174.9400,174.9600,182
2024-01-30 08:35:00,186.9400,186.9400,186.8200,186.8200,12
2024-01-25 10:05:00,194.3150,194.3150,192.8600,193.3850,789836
2024-01-18 13:35:00,165.9700,166.0450,165.9200,166.0300,22684
2024-02-01 19:45:00,187.5000,187.5000,187.5000,187.5000,10
2024-01-29 11:35:00,186.2300,186.2800,186.0910,186.1100,31812
